2821.143875		1695.771225
2821.143875		1700
2821.143875		1715.771225
2821.143875		1720
2821.143875		1735.771225
2821.143875		1740
2821.143875		1755.771225
2821.143875		1760
2821.143875		1775.771225
2821.143875		1780
2821.143875		1795.771225
2821.143875		1800
2821.143875		1815.771225
2821.143875		1820
2821.143875		1835.771225
2821.143875		1840
2821.143875		1855.771225
2821.143875		1860
2821.143875		1875.771225
2821.143875		1880
2821.143875		1895.771225
2821.143875		1900
2821.143875		1915.771225
2821.143875		1920
2821.143875		1935.771225
2821.143875		1940
2821.143875		1955.771225
2821.143875		1960
2821.143875		1975.771225
2821.143875		1980
3016.727535		1980
3016.727535		1960
3016.727535		1956.654493
3016.727535		1940
3016.727535		1936.654493
3016.727535		1920
3016.727535		1916.654493
3016.727535		1900
3016.727535		1896.654493
3016.727535		1880
3016.727535		1876.654493
3016.727535		1860
3016.727535		1856.654493
3016.727535		1840
3016.727535		1836.654493
3016.727535		1820
3016.727535		1816.654493
3016.727535		1800
3016.727535		1796.654493
3016.727535		1780
3016.727535		1776.654493
3016.727535		1760
3016.727535		1756.654493
3016.727535		1740
3016.727535		1723.345507
3016.727535		1720
3016.727535		1716.654493
3016.727535		1700
3016.727535		1696.654493
3016.727535		1680
3016.727535		1663.345507
3016.727535		1660
3016.727535		1656.654493
3016.727535		1640
3016.727535		1636.654493
3016.727535		1620
3016.727535		1603.345507
3016.727535		1600
3016.727535		1596.654493
3016.727535		1580
3016.727535		1563.345507
3016.727535		1560
3016.794093		1556.641181
3016.794093		1540
3017.074826		1536.585035
3017.074826		1520
3017.072452		1503.41449
3017.473408		1500
3017.968755		1496.406249
3018.804405		1480
3019.404276		1476.119145
3020.882836		1460
3021.60269		1455.679462
3023.420621		1440
3024.271447		1435.145711
3026.290648		1420
3027.280026		1414.543995
3029.407573		1400
3030.539747		1393.892051
3032.707315		1380
3033.983464		1373.203307
3036.139398		1360
3038.21366		1347.642732
3039.66316		1340
3041.220623		1331.755875
3043.245478		1320
3045.155384		1309.031077
3046.859247		1300
3048.676692		1290.264662
3050.48226		1280
3052.418548		1269.51629
3054.096336		1260
3055.655073		1251.131015
3057.686638		1240
3059.834914		1228.033017
3061.241101		1220
3063.481901		1207.30362
3064.749975		1200
3067.074207		1186.585159
3068.205433		1180
3070.604093		1165.879181
3071.601254		1160
3074.065522		1145.186896
3074.932554		1140
3077.453866		1124.509227
3078.19556		1120
3080.765661		1103.846868
3081.387423		1100
3083.998399		1083.20032
3084.50606		1080
3087.150365		1062.569927
3087.550024		1060
3090.220486		1041.955903
3090.518391		1040
3093.208219		1021.358356
3093.41067		1020
3093.597463		1018.719493
3096.226721		1000
3098.936414		980.2127172
3098.966698		980
3100		972.2488565
3100.963564		979.8072872
3100.985882		980
3103.504622		999.2990756
3103.587506		1000
3103.676452		1000.73529
3106.242617		1020
3108.735336		1038.252933
3108.950303		1040
3111.423004		1057.715399
3111.709467		1060
3114.157253		1077.168549
3114.518795		1080
3116.936607		1096.612679
3117.376736		1100
3119.759348		1116.04813
3120.281459		1120
3122.623488		1135.475302
3123.230824		1140
3125.526734		1154.894653
3126.222337		1160
3128.466447		1174.306711
3129.253103		1180
3131.4396		1193.71208
3132.319771		1200
3134.442726		1213.111455
3135.418472		1220
3137.471862		1232.505628
3138.544751		1240
3140.522479		1251.895504
3141.693483		1260
3143.589413		1271.282117
3144.858785		1280
3146.666777		1290.666645
3148.033902		1300
3149.747859		1310.050428
3151.21109		1320
3152.825007		1329.434999
3154.38146		1340
3155.88949		1348.822102
3157.534812		1360
3158.931326		1368.213735
3160.659413		1380
3161.939074		1387.612185
3163.741725		1400
3164.899552		1407.02009
3166.766058		1420
3167.797461		1426.440508
3169.714076		1440
3170.614823		1445.877035
3172.564087		1460
3173.330089		1465.333982
3175.289908		1480
3175.916534		1484.816693
3177.85887		1500
3179.778805		1515.955761
3180.227707		1520
3180.542383		1523.891523
3182.330806		1540
3182.400099		1543.51998
3184.026104		1560
3184.026104		1563.194779
3185.369552		1580
3185.369552		1582.92609
3186.14274		1600
3186.14274		1602.771452
3186.140383		1620
3186.140383		1622.771923
3186.140383		1640
3186.140383		1642.771923
3186.140383		1660
3186.140383		1662.771923
3186.140383		1680
3186.140383		1682.771923
3186.140383		1700
3186.140383		1702.771923
3186.140383		1720
3186.140383		1737.228077
3186.140383		1740
3186.140383		1742.771923
3186.140383		1760
3186.140383		1762.771923
3186.140383		1780
3186.140383		1782.771923
3186.140383		1800
3186.140383		1802.771923
3186.140383		1820
3186.140383		1822.771923
3186.140383		1840
3186.140383		1842.771923
3186.140383		1860
3186.140383		1862.771923
3186.140383		1880
3186.140383		1882.771923
3186.140383		1900
3186.140383		1902.771923
3186.140383		1920
3186.140383		1922.771923
3186.140383		1940
3186.140383		1942.771923
3186.140383		1960
3186.140383		1962.771923
3186.140383		1980
3186.140383		101980
500			101980
500			-100
2594.157438		-100
2594.157438		-100
