600     		1999
600     		1
600     		-99

2560    		-99 
2594.157438		-100
2594.208005		20
2594.21711		21.15657809
2594.359719		40
2594.374487		41.12510261
2594.612631		60
2594.632369		61.07352619
2594.96682		80
2594.990522		81.0018956
2595.422398		100
2595.448742		100.9102515
2595.979509		120
2596.006856		120.7986287
2596.638327		140
2596.664718		140.6670564
2597.399057		160
2597.422208		160.5155584
2598.261931		180
2598.279232		180.3441535
2599.22721		200
2599.235719		200.1528561
2600			214.4702854
2600.219046		219.9561908
2600.220712		220
2601.087291		239.7825418
2601.096356		240
2601.106401		240.2212802
2602.049447		260
2603.050364		279.3899272
2603.080299		280
2604.145491		299.1709019
2604.189251		300
2605.316572		318.9366856
2605.376659		320
2606.563799		338.6872402
2606.642899		340
2607.887376		358.4225248
2607.988365		360
2609.28752		378.1424961
2609.413464		380
2610.764456		397.8471088
2610.918618		400
2612.318418		417.5363164
2612.504259		420
2613.949644		437.2100712
2614.170828		440
2615.658373		456.8683254
2615.918769		460
2616.201105		463.240221
2617.748531		480
2619.309285		496.1381431
2619.660558		500
2621.251921		515.7496158
2621.655289		520
2623.272958		535.3454083
2623.733148		540
2625.372584		554.9254833
2625.894545		560
2627.550956		574.4898087
2628.139863		580
2629.808204		594.0383592
2630.469452		600
2632.144412		613.5711177
2632.883623		620
2634.559615		633.0880769
2635.382635		640
2637.053791		652.5892417
2637.966684		660
2639.626845		672.0746311
2640.635892		680
2642.278598		691.5442805
2643.39029		700
2645.008775		710.9982451
2646.229803		720
2647.563115		729.5126231
2649.15423		740
2650.702717		749.8594566
2652.163223		760
2653.665293		769.2669414
2655.25626		780
2656.703872		788.6592257
2658.432621		800
2659.817412		808.0365176
2661.691354		820
2663.004646		827.3990708
2665.031237		840
2666.264049		846.7471901
2668.45074		860
2669.593806		866.0812388
2671.94798		880
2672.991771		885.4016458
2675.520664		900
2676.45543		904.708914
2679.166039		920
2679.981854		924.0036292
2682.88082		940
2683.567654		943.2864692
2686.661125		960
2687.208933		962.5582134
2690.5024		980
2690.90124		981.8197519
2694.399329		1000
2698.2686		1019.65372
2698.345763		1020
2698.418114		1020.316377
2700			1028.266626
2703.865434		1039.226913
2704.109625		1040
2710.507496		1057.898501
2711.179734		1060
2717.170849		1076.56583
2718.281831		1080
2723.843614		1095.231277
2725.401418		1100
2730.512841		1113.897432
2732.52242		1120
2737.164452		1132.56711
2739.627031		1140
2742.471812		1148.494362
2746.695568		1160
2750.352607		1169.929479
2753.706307		1180
2756.855052		1188.62899
2760.635322		1200
2763.271752		1207.34565
2767.456308		1220
2769.58294		1226.083412
2774.140393		1240
2775.768132		1244.846374
2780.655925		1260
2786.08848		1277.217696
2786.968243		1280
2787.678626		1282.464275
2793.039574		1300
2793.367818		1301.326436
2798.829959		1320
2800		1324.332885
2804.795033		1339.040993
2805.126768		1340
2810.304199		1357.93916
2810.989399		1360
2814.965214		1377.006957
2815.907691		1380
2818.103158		1396.379368
2819.162061		1400
2819.155731		1416.168854
2820.153354		1420
2820.153354		1435.969329
2820.943684		1440
2820.943684		1455.811263
2821.143875		1460
2821.143875		1475.771225
2821.143875		1480
2821.143875		1495.771225
2821.143875		1500
2821.143875		1515.771225
2821.143875		1520
2821.143875		1535.771225
2821.143875		1540
2821.143875		1555.771225
2821.143875		1560
2821.143875		1575.771225
2821.143875		1580
2821.143875		1595.771225
2821.143875		1600
2821.143875		1615.771225
2821.143875		1620
2821.143875		1635.771225
2821.143875		1640
2821.143875		1655.771225
2821.143875		1660
2821.143875		1675.771225
2821.143875		1680
