2845.40913606	-100.0
2845.40913917	20.0
2845.40916601	30.9181667989
2845.40918581	40.0
2845.40930213	50.9181395735
2845.40938799	60.0
2845.40970135	70.9180597293
2845.40993264	80.0
2845.41059392	90.9178812154
2845.41108199	100.0
2845.41228569	110.917542863
2845.41317409	120.0
2845.41515868	130.916968263
2845.41662347	140.0
2845.41967189	150.916065621
2845.42192205	160.0
2845.42636215	170.914727569
2845.42964005	180.0
2845.43584521	190.912830958
2845.44042728	200.0
2845.44881695	210.91023661
2845.45501442	220.0
2845.46605481	230.906789039
2845.47421462	240.0
2845.48841931	250.902316137
2845.49892526	260.0
2845.51685589	270.896628822
2845.53012995	280.0
2845.55239677	290.889520646
2845.56890066	300.0
2845.5961632	310.88076736
2845.61640029	320.0
2845.6493678	330.870126439
2845.6738853	340.0
2845.71331722	350.857336557
2845.74270877	360.0
2845.78941496	370.842117007
2845.8243237	380.0
2845.87916462	390.824167076
2845.92028669	400.0
2845.98417324	410.803165351
2846.03226195	420.0
2846.10615516	430.778768968
2846.16202573	440.0
2846.24693606	450.750612788
2846.31147119	460.0
2846.40845749	470.718308501
2846.48261374	480.0
2846.59278174	490.681443652
2846.6775969	500.0
2846.80209717	510.639580565
2846.89869877	520.0
2847.03872404	530.592255193
2847.14833911	540.0
2847.30512081	550.538975838
2847.42908711	560.0
2847.60389111	570.479221778
2847.74366999	580.0
2847.93779122	590.412441757
2848.09498242	600.0
2848.30973831	610.338052338
2848.4860969	620.0
2848.72281943	630.255436115
2848.92027522	640.0
2849.18030126	650.163939748
2849.40098108	660.0
2849.68564083	670.062871834
2849.93189408	680.0
2850.24249715	689.95150057
2850.51692509	700.0
2850.85474394	709.829051211
2851.16023337	720.0
2851.52648354	729.694703292
2851.86624541	740.0
2852.26206202	749.547587597
2852.63967594	760.0
2853.05958134	770.611916268
2853.48555118	780.0
2853.94343918	789.211312163
2854.40923467	800.0
2854.89930481	809.020139037
2855.41645597	820.0
2855.93918395	828.812163211
2856.5133427	840.0
2857.06891987	848.586216026
2857.70645601	860.0
2858.29472249	868.341055502
2859.00283029	880.0
2859.62319478	888.075361043
2860.41001711	900.0
2861.06136084	907.787727833
2861.93613434	920.0
2862.61669527	927.476660946
2863.5899204	940.0
2864.29715352	947.140569297
2865.38079448	960.0
2866.1112022	966.77775956
2867.31892274	980.0
2868.06784823	986.386430353
2869.41529065	1000.0
2870.17666459	1005.96466708
2871.68178117	1020.0
2872.44780951	1025.5104381
2874.1312575	1040.0
2874.89203406	1045.02159319
2876.77764833	1060.0
2877.52067033	1064.49586593
2879.63603083	1080.0
2880.34558791	1083.93088242
2882.72270356	1100.0
2883.37909988	1103.32418002
2886.05523488	1120.0
2889.18826563	1137.83765313
2889.65246237	1140.0
2890.12219655	1141.97556069
2893.53439995	1160.0
2893.85632121	1161.22873576
2897.72197689	1180.0
2897.84674813	1180.43065037
2900.0	1190.02982533
2907.18653391	1198.56269322
2908.1238849	1200.0
2922.16519118	1215.56696176
2925.21919431	1220.0
2937.33584891	1232.53283022
2942.76210137	1240.0
2952.59812063	1249.48037587
2960.64814943	1260.0
2967.82556774	1266.43488645
2978.73562412	1280.0
2982.85738087	1283.42852383
2996.83187325	1300.0
2997.48584471	1300.50283106
3000.0	1303.3549958
3001.34153525	1300.0
3001.41943049	1299.7161139
3008.34525342	1280.0
3008.77603772	1278.24479246
3014.45506186	1260.0
3015.1228413	1256.97543174
3019.83766852	1240.0
3020.66226096	1235.86754781
3024.61720517	1220.0
3025.54200763	1214.89159847
3028.88859484	1200.0
3029.87304383	1194.02539123
3032.72607415	1180.0
3033.74078985	1173.25184203
3036.18882726	1160.0
3037.2123906	1152.55752188
3039.32482758	1140.0
3041.14244061	1128.22848812
3042.17352856	1120.0
3043.17206523	1111.36558695
3044.767793	1100.0
3045.7398459	1090.85203082
3047.13530504	1080.0
3048.35830216	1069.67166043
3049.29962268	1060.0
3050.20282568	1049.95943486
3051.28097528	1040.0
3052.14497858	1029.57100428
3053.09687656	1020.0
3053.92000423	1009.21599915
3054.76260222	1000.0
3055.5439862	988.89120276
3056.2915664	980.0
3056.95903305	971.39180661
3057.69562175	960.0
